,Date,Link,Title,Subtitle,Authors
4753,"Wednesday, 27 April, 2022",https://www.ft.com/content/b5e7ee61-06d9-4faa-b10e-92bbcd555d3f,China’s moves in the South Pacific,Brexit’s red tape and taxes have caused many small businesses to stop trading with the EU,[]
4754,"Wednesday, 27 April, 2022",https://www.ft.com/content/a8d05fc6-439c-40a0-abe6-4db26a3e3ee4,Indonesia under pressure as it weighs buying Russia’s ‘blood oil’,Rocketing fuel prices and historic focus on domestic issues dent country’s rare opportunity to lead G20 bloc,"['Nana Shibata', 'Erwida Maulia']"
4755,"Tuesday, 26 April, 2022",https://www.ft.com/content/7872ad6a-918a-4d22-833f-4f5bae7b3e36,Poland and Bulgaria braced for halt to Russian gas supplies,State energy groups in Warsaw and Sofia say Gazprom has warned of threat to flows,"['Harry Dempsey', 'James Shotter', 'Nastassia Astrasheuskaya']"
4756,"Tuesday, 26 April, 2022",https://www.ft.com/content/cd047da9-b386-468a-a322-cded95400acb,Tesla valuation slides more than $125bn after Musk’s Twitter deal,High volume of shares traded on fears carmaker’s CEO will sell down stake to finance purchase,"['Eric Platt', 'Nikou Asgari', 'Antoine Gara', 'James Fontanella-Khan']"
4757,"Tuesday, 26 April, 2022",https://www.ft.com/content/bc9c442e-9073-41c5-ba7e-7c275e3b5c98,Nasdaq closes at worst level in over a year on tech earning fears,"Tesla falls sharply, while Treasuries rally as traders weigh implications of inflation and strict China lockdowns","['Kate Duguid', 'Naomi Rovnick']"
4758,"Tuesday, 26 April, 2022",https://www.ft.com/content/76bbdb7e-103a-4af0-b4f9-a826dca59dba,BoE official proposes overhaul of global capital rules for banks,Sam Woods says existing system is overly complex and curbs lending in a crisis,"['Stephen Morris', 'Daniel Thomas']"
4759,"Tuesday, 26 April, 2022",https://www.ft.com/content/58105e5a-9a49-4a0a-a9c9-578767b2195e,City minister seeks to calm fears over job moves to EU after Brexit,"John Glen trumpets ‘modest’ losses of 7,000 financial service roles from UK financial centre",['Daniel Thomas']
4760,"Tuesday, 26 April, 2022",https://www.ft.com/content/7f1c6f08-cacc-4e66-b20b-e34335994220,"Live news updates from April 26: Poland braced for halt to Russian gas supplies, Tech sell-off drags Nasdaq to lowest in more than year","John Glen trumpets ‘modest’ losses of 7,000 financial service roles from UK financial centre",[]
4761,"Tuesday, 26 April, 2022",https://www.ft.com/content/d6fcf99b-8aa0-4ca3-99e5-d672a393975f,Starling doubles valuation and builds ‘war chest for acquisitions’,Challenger bank now valued at £2.5bn raises £130mn from investors such as Goldman Sachs and Fidelity,['Siddharth Venkataramakrishnan']
4763,"Tuesday, 26 April, 2022",https://www.ft.com/content/c3b995a8-aac2-471c-8d06-1eb1725111d1,Schroders: blue blood calls an end to its inequitable equities,"City of London’s last big, independently-owned historic brand seeks to merge voting and non-voting shares",[]
4764,"Tuesday, 26 April, 2022",https://www.ft.com/content/f27f5848-198d-47a7-b933-9608abe538b9,Schroders overhauls ‘anachronistic’ ownership structure to improve ESG,Move to give all shares voting rights comes as asset managers find their own governance under scrutiny,['Harriet Agnew']
4765,"Tuesday, 26 April, 2022",https://www.ft.com/content/9455c6a6-67c1-4086-9d53-5ee57e7037ec,Young voters lose faith in Biden’s climate credentials,"Plus, there’s a clean energy boom in an oil-rich US state","['Justin Jacobs', 'Amanda Chu', 'Myles McCormick']"
4766,"Tuesday, 26 April, 2022",https://www.ft.com/content/e82814b5-c771-4115-ae55-5f144d739596,Yen’s tumble stirs debate in Tokyo over merits of weak currency,Fall of 11% in two months to a 20-year low prompts speculation central bank might be forced to intervene,"['Leo Lewis', 'Tommy Stubbington']"
4768,"Tuesday, 26 April, 2022",https://www.ft.com/content/530385e4-b36b-41b1-8470-235587d4ab4f,Skadden loses top lawyer to ByteDance amid China IPO chill,Julie Gao will become chief financial officer at TikTok owner,"['Ryan McMorrow', 'Tabby Kinder']"
4769,"Tuesday, 26 April, 2022",https://www.ft.com/content/179dd96c-37c3-49da-b6da-35809fcb69dc,Woodside finds rising demand in Asia for natural gas over war in Ukraine,Chief Meg O’Neill sees ‘huge opportunity’ for Australia as countries replace Russian supply,['James Fernyhough']
4771,"Tuesday, 26 April, 2022",https://www.ft.com/content/d0490f2d-60eb-4d18-8da1-fd80bd51a37a,Uh oh . . .,Here we go again?,['Robin Wigglesworth']
4772,"Tuesday, 26 April, 2022",https://www.ft.com/content/4d47b424-0344-4722-80fb-c94ac855ca1a,Further reading,Commodity margin squeezes; Apollo; d’n’b and much more . . .,['Jamie Powell']
4773,"Tuesday, 26 April, 2022",https://www.ft.com/content/23b4e2c2-33a0-480b-9a07-47a4cf434349,EU weighs cap on price paid for Russian oil as way to hit Kremlin revenues,Germany and other countries reluctant to follow US with immediate embargo on crude imports from Moscow,"['James Politi', 'Sam Fleming', 'Guy Chazan', 'Harry Dempsey']"
4774,"Tuesday, 26 April, 2022",https://www.ft.com/content/d32a3cd9-7b5b-42a7-a044-f4380b956afa,How to avoid a recession,And crypto yield farming,['Robert Armstrong']
4775,"Tuesday, 26 April, 2022",https://www.ft.com/content/e32b55a6-bbf9-49d6-a27d-8360fdd81e4e,SEC launches probe into ETF revenue-sharing deals,US regulator to investigate potential conflicts of interest arising from payments to intermediaries,['Greg Saitz']
4777,"Monday, 25 April, 2022",https://www.ft.com/content/7928db39-8a5b-4963-bea5-80714143c8fd,US dollar hits highest level in more than 2 years,Expectations of tighter Federal Reserve policy and demand for haven assets have boosted US currency,['Kate Duguid']
4778,"Monday, 25 April, 2022",https://www.ft.com/content/b393d41f-2690-47a2-9c54-20bd146e8309,US stocks rebound after China lockdowns triggered growth fears,Wall Street equities close higher following sharp falls in Europe and Asia as Covid worries hit Beijing,"['Naomi Rovnick', 'Hudson Lockett', 'Nicholas Megaw']"
4779,"Monday, 25 April, 2022",https://www.ft.com/content/669fd346-13ff-4c7b-9597-f829b1ad567d,ECB executive calls for clampdown on ‘lawless frenzy’ of crypto trading,Fabio Panetta labels $1.8tn sector a ‘Ponzi scheme’,['Martin Arnold']
4780,"Monday, 25 April, 2022",https://www.ft.com/content/b1685865-ed62-40a7-90b0-a5d0d2edb02e,Private equity: maturing sector is increasingly adding shadow leverage,NAV lending is part of proliferating range of products that apply financial engineering to financial engineers,[]
4781,"Monday, 25 April, 2022",https://www.ft.com/content/d5e1e774-8e92-4553-9e38-6a457b09b2ac,Russia’s top fintech faces trouble,"Plus, how Goldman Sachs courted FTX and an interview with APEXX Global",['Siddharth Venkataramakrishnan']
4782,"Monday, 25 April, 2022",https://www.ft.com/content/15bab6fc-c26b-49e0-b9a7-dfbc6c5e20ca,Energy companies are learning the lessons of the banking crisis,Last suppliers standing will have to pay penance for the sins of those that behaved less responsibly,['Cat Rutter Pooley']
4783,"Monday, 25 April, 2022",https://www.ft.com/content/72400b96-4c67-4a7f-9a98-53371f5ab421,Europe faces critical shortage of metals needed for clean energy,Supply challenges come as EU seeks to reduce its dependence on Russian imports,['Neil Hume']
4784,"Monday, 25 April, 2022",https://www.ft.com/content/d8cfb7c5-f09c-4f38-9ef5-370767ecc276,Gold/Polymetal: rising real rates would halt metal’s advance,Cost pressures could well squeeze all gold miners,[]
4785,"Monday, 25 April, 2022",https://www.ft.com/content/6622d063-88aa-4179-b62f-768b0561d72c,UK regulator invokes emergency powers to address steelworker pension scandal,FCA issues order to stop advisers from offloading assets to avoid paying compensation,"['Eva Szalay', 'Josephine Cumbo']"
4786,"Monday, 25 April, 2022",https://www.ft.com/content/eac0e56c-f30b-4591-b603-f971e60dc58b,FTX/ Defi: If it looks like a duck and quacks like a duck . . .,Sam Bankman-Fried explains “yield-farming” to Bloomberg.,['Jamie Powell']
4787,"Monday, 25 April, 2022",https://www.ft.com/content/77d85908-c17e-4588-ade4-a4d513c4b781,Melvin Capital backtracks on plan to reinstate performance fees,Founder Gabe Plotkin admits he was ‘initially tone deaf’ following investor backlash,['Laurence Fletcher']
4788,"Monday, 25 April, 2022",https://www.ft.com/content/2158e022-efaa-4dfd-9be7-454ce2a2fa88,"Live news updates from April 25: Twitter accepts Elon Musk’s $44bn takeover offer, US pledges further military funding to Ukraine",Founder Gabe Plotkin admits he was ‘initially tone deaf’ following investor backlash,[]
4789,"Monday, 25 April, 2022",https://www.ft.com/content/38b6df62-e863-4ba1-8274-138ccb2b061b,Indonesia palm oil export ban fuels global food inflation threat,Crop protectionism increases around the world as prices soar,"['Hudson Lockett', 'Oliver Telling', 'Emiko Terazono']"
4790,"Monday, 25 April, 2022",https://www.ft.com/content/45004c31-3888-4fe0-b18a-c79466ea8ee5,DWS whistleblower: ‘ESG today is meaningless’,"Plus, a new perspective on the struggle to fix climate finance","['Simon Mundy', 'Kristen Talman']"
4792,"Monday, 25 April, 2022",https://www.ft.com/content/2f7678b6-b66b-4bd2-9e9a-38521f25ef75,Corporate America and investors square off over SEC proposal,‘Beneficial ownership’ rules would change how long investors have to reveal significant stakes in companies,"['Nicholas Megaw', 'Stefania Palma']"
4793,"Monday, 25 April, 2022",https://www.ft.com/content/3276a8fd-63f3-4028-95dd-4248841fe28b,Investors brace for the Fed’s slowdown,What everyone thought would happen is happening now,['Robert Armstrong']
4794,"Monday, 25 April, 2022",https://www.ft.com/content/eecba2b1-48e6-4f5c-9a70-ed047123c525,SEC fears may cement Vanguard monopoly,"Patent for unique tax-efficient fund structure expires in 2023, but rivals may not be able to follow suit",['Steve Johnson']
4795,"Monday, 25 April, 2022",https://www.ft.com/content/c4d5bb2c-60bf-40c0-a1d5-16797ced4835,Italy can deal with higher interest rates,ECB should not let worries over country’s debt stand in way of greater monetary policy action against inflation,['Moritz Kraemer']
4797,"Monday, 25 April, 2022",https://www.ft.com/content/ca117296-c776-4f66-bcee-2732678486e1,Central bankers agree: the dollar’s still the top dog,The greenback remains unchallenged as the currency of choice for monetary officialdom,['Claire Jones']
4798,"Sunday, 24 April, 2022",https://www.ft.com/content/feb76586-065e-41a7-9903-de5e62aec2fd,Crypto industry’s Super Bowl ad blitz comes up short,Star-studded marketing push fails to jump-start sluggish trading volumes as uncertainty prevails,['Gary Silverman']
4800,"Sunday, 24 April, 2022",https://www.ft.com/content/1d99a887-114b-4521-9ca5-3ac8909bce59,Blackstone takes aim at publicly listed real estate vehicles,Buyout group has spent billions of dollars taking four ‘Reits’ private since start of the pandemic,"['Antoine Gara', 'Mark Vandevelde']"
4801,"Saturday, 23 April, 2022",https://www.ft.com/content/a6340965-d886-4fb3-82b7-823062c9fc73,Retail investors drive sharp rise in share trading before Wall Street’s opening bell,Transaction volumes outside main session increase as traders react to corporate news more rapidly,"['Ian Johnston', 'Philip Stafford']"
4802,"Saturday, 23 April, 2022",https://www.ft.com/content/b794ffbe-410a-4293-a45e-82ce019dfdf9,Grayscale makes fresh push for SEC approval to become bitcoin ETF,Crypto asset manager has focused on key legal detail in letter to regulator ahead of July deadline,['Stefania Palma']
4803,"Friday, 22 April, 2022",https://www.ft.com/content/9c9e1211-4864-4965-a916-4a633a37bbf7,US stocks tumble 2.8% as investors gird for higher interest rates,Biggest one-day fall for S&P 500 since March comes after Fed takes tougher stance on inflation,"['Francesca Friday', 'Naomi Rovnick']"
4804,"Friday, 22 April, 2022",https://www.ft.com/content/306c007f-f764-4821-a0fe-059d19681deb,"Investors’ Chronicle: Oxford Biomedica, Wood Group, Just Eat",Companies analysis from our sister publication,[]
4806,"Friday, 22 April, 2022",https://www.ft.com/content/5723dccb-6786-4848-816d-6a76a4f58420,Shell starts talks over ‘nightmare’ Russia exit,Chinese state groups the only buyers available to western oil and gas majors divesting from country,"['Tom Wilson', 'Sun Yu', 'Antoni Slodkowski']"
4807,"Friday, 22 April, 2022",https://www.ft.com/content/98eadbcc-2eaf-4a05-a509-6d91dcbcb583,"Live news updates from April 22: S&P 500 drops the most in 7 weeks, Russia seeks to gain total control of Ukraine’s Donbas, says commander,",Chinese state groups the only buyers available to western oil and gas majors divesting from country,[]
4808,"Friday, 22 April, 2022",https://www.ft.com/content/5e15eaaf-e987-4263-979c-81330035b152,Pound slides to weakest level since 2020 as British retail sales fall,Spending data point to inflation squeeze on households,"['Valentina Romei', 'Chris Giles', 'Adam Samson']"
4809,"Friday, 22 April, 2022",https://www.ft.com/content/4379a892-4db0-4a7f-a8ab-8b70f8b2edb9,UK competition regulator probes Maersk-Noble £2.6bn offshore drilling merger,CMA warns of potential for higher prices and lower quality services for North Sea oil and gas producers,"['Kate Beioley', 'Gill Plimmer']"
4810,"Friday, 22 April, 2022",https://www.ft.com/content/8eff2de6-0203-4e3c-82ba-9a8ad50b6ff1,Fed fallout spreads as shift to raise US rates starts to jolt markets,The path back to tighter monetary policy is unavoidably messy,['Katie Martin']
4811,"Friday, 22 April, 2022",https://www.ft.com/content/0ecdf962-dfa3-4044-9e3a-b0c39bd581a4,China stocks: weak renminbi is just what companies need,Currency traders expect further weakness soon as Beijing has little leeway for tightening,[]
4812,"Friday, 22 April, 2022",https://www.ft.com/content/1fad2ebd-404d-49d2-96af-f82b75f7115c,Mark Carney’s climate finance group set to unveil corporate guidelines,"Plus, play our new game to find if you can save the planet from the worst effects of climate change","['Gillian Tett', 'Camilla Hodgson']"
4813,"Friday, 22 April, 2022",https://www.ft.com/content/5512a8d0-53e4-4f0a-a5a0-589530fac6f3,Renault considers 2023 listing for electric vehicle unit,French carmaker says talks to exit its Russian business are ‘making progress’,['Peter Campbell']
4814,"Friday, 22 April, 2022",https://www.ft.com/content/4111cb33-4b42-4ddc-b2da-129fd0fde53a,FCA flags concerns over challenger banks’ financial crime defences,"Some lenders fail to take details of customers’ income and occupation, regulator finds","['Siddharth Venkataramakrishnan', 'Stephen Morris']"
4815,"Friday, 22 April, 2022",https://www.ft.com/content/6c3638cd-d6eb-481d-afbf-1287eb8ca96e,Rising US rates and China’s slowdown hit renminbi,Chinese currency has fallen 1.5% against the dollar on weakening economic outlook and higher US debt yields,['Hudson Lockett']
4816,"Friday, 22 April, 2022",https://www.ft.com/content/ff185ac0-0d1e-42bd-8053-5435b91247d2,Activists vs the SEC,And maybe the Netflix mess was predictable?,['Robert Armstrong']
4817,"Friday, 22 April, 2022",https://www.ft.com/content/557e6569-a29f-4f75-ada5-866c9da9d88b,Neglected heirs: widows who take over the family finances,Wealth managers face calls for more focus on bereaved women amid huge asset transfers,"['Akila Quinio', 'Joshua Oliver']"
4818,"Friday, 22 April, 2022",https://www.ft.com/content/af82988b-2d1d-4260-8cc0-b6957f697b72,Global ETF and digital asset industry salaries jump 10% in a year,"Total remuneration for analysts starting out in their careers has surged 42% to an average of $87,000",['Alf Wilkinson']
4819,"Thursday, 21 April, 2022",https://www.ft.com/content/41a62c24-2247-4aeb-b54d-9915b4d8440f,Treasuries sell off on bets of aggressive interest rate rises,"Eurozone debt and UK gilts also drop, while US stocks fall","['Kate Duguid', 'Tommy Stubbington', 'Ian Johnston']"
4821,"Thursday, 21 April, 2022",https://www.ft.com/content/f1a3990b-e262-4bb4-9879-5fc22ed13a38,Melvin to return some capital to investors as losses grow,Gabe Plotkin seeks to reinstate incentive fees to salvage hedge fund crushed by last year’s GameStop frenzy,['Laurence Fletcher']
4822,"Thursday, 21 April, 2022",https://www.ft.com/content/b93a462f-e6a2-4cbc-9d0b-dfdd45a476e2,China investor Anatole redirects funds to US companies,Management blames ‘misjudgment’ on world’s second-largest economy for recent fund losses,"['Tabby Kinder', 'Harriet Agnew']"
4823,"Thursday, 21 April, 2022",https://www.ft.com/content/75e00c90-995d-417f-8cac-7c2bdcd92e03,Libyan strongman blamed for closure of oil facilities,Blockades slash country’s energy output and add to global concerns about supply of crude,"['Heba Saleh', 'Tom Wilson']"
4824,"Thursday, 21 April, 2022",https://www.ft.com/content/48f567ea-1827-4693-9951-12073de86cad,Man Group: hedge fund specialist grinds its way upward,The alternative asset manager’s shares have far outpaced the market and its peers over the past year,[]
4826,"Thursday, 21 April, 2022",https://www.ft.com/content/33f2cabe-9923-46ec-a87d-61cfbc860408,Weather and Covid cause weak start to year for Anglo American,Miner’s shares drop 8% following trading update,['Neil Hume']
4827,"Thursday, 21 April, 2022",https://www.ft.com/content/3bd359aa-d9ba-4dc2-83d2-8d63007fcc79,Cnooc/China IPOs: enjoy the prodigal returns while they last,The war in Ukraine has spawned new risks for the offshore oil and gas producer,[]
4829,"Thursday, 21 April, 2022",https://www.ft.com/content/6ee2ca0a-e4d7-41ce-a611-79b3cf011ea5,‘Sticker shock’ in the oil patch,"Plus, Biden methane reduction plans under fire and the US cities with the most solar capacity installed per resident","['Justin Jacobs', 'Myles McCormick', 'Amanda Chu']"
4830,"Thursday, 21 April, 2022",https://www.ft.com/content/8f6c58d0-7e0b-4c3d-9724-3865320f57c2,Cnooc shares soar on Shanghai debut after US delisting on security grounds,Chinese offshore oil and gas producer completes China’s biggest IPO this year,"['William Langley', 'Thomas Hale', 'Hudson Lockett']"
4831,"Thursday, 21 April, 2022",https://www.ft.com/content/dfc6bb72-7995-4feb-a5b5-0ee1d14433ca,Historic sell-off lures bargain hunters to bond market,‘Inflation mania’ has knocked a gauge of long-term Treasuries down 18% in 2022,"['Tommy Stubbington', 'Kate Duguid']"
4832,"Thursday, 21 April, 2022",https://www.ft.com/content/ab0b8523-c5c1-4a35-8ebe-bfc10c724f7c,Covid sick days and Chile social unrest hit BHP’s copper and nickel output,Miner’s iron ore production remains steady despite labour constraints,['James Fernyhough']
4833,"Thursday, 21 April, 2022",https://www.ft.com/content/afbf67d1-7349-4fd3-9161-af89b632ba70,"No, you did not see the Netflix mess coming",Post-pandemic markets are genuinely more uncertain,['Robert Armstrong']
4835,"Thursday, 21 April, 2022",https://www.ft.com/content/8b244962-6702-4eb6-9382-720b41f58201,Samsung Asset Management buys stake in US’s Amplify ETF business,South Korean manager expanding range of funds and focusing on themes such as metaverse,['Ysrael Dumasig']
4836,"Thursday, 21 April, 2022",https://www.ft.com/content/0b55f400-0567-407d-bfbc-52436dc631d4,Goldman flagged Morgan Stanley block trades to Hong Kong regulator,Report came during discussion of share price falls that preceded bulk sales by Wall Street bank,"['Joshua Franklin', 'Tabby Kinder']"
4837,"Thursday, 21 April, 2022",https://www.ft.com/content/53dde228-02bb-4193-b47e-0d171ae96073,Goldman Sachs sought to woo FTX at Caribbean meeting,Solomon offered regulatory help to Bankman-Fried and discussed potential IPO of crypto exchange,"['Tabby Kinder', 'Eva Szalay']"
4838,"Thursday, 21 April, 2022",https://www.ft.com/content/e82b11a1-cf1f-4543-9f9f-6ab70da6b746,‘Worst crisis since the second world war’: Germany prepares for a Russian gas embargo,"Industry and economists say a ban would be catastrophic for the country’s economy, but many companies expect it to happen anyway","['Guy Chazan', 'Joe Miller', 'Martin Arnold']"
4839,"Thursday, 21 April, 2022",https://www.ft.com/content/1809f070-6f51-4743-b3dd-233640c854e3,Hedge funds and brokers take aim at post-Archegos trading reforms,SEC expected to face legal action over rules that would toughen disclosure requirements for swaps,['Nicholas Megaw']
4840,"Thursday, 21 April, 2022",https://www.ft.comhttps://ig.ft.com/climate-game/,The Climate Game — Can you reach net zero by 2050?,See if you can save the planet from the worst effects of climate change,Error
4841,"Thursday, 21 April, 2022",https://www.ft.com/content/d7d03834-d470-46de-a010-27fb3041c427,Algeria struggles to meet Europe’s rising demand for gas,US ruling striking down transport mask mandate creates potential headache for public health agency,[]
4842,"Thursday, 21 April, 2022",https://www.ft.com/content/3e071d7a-2b6d-40a9-8aaf-a4fb3992d592,UN asks Sri Lanka to negotiate ‘debt-for-nature’ swaps to ease economic meltdown,"Indian Ocean island nation has been rocked by protests against food, medicine and fuel shortages",['Benjamin Parkin']
4843,"Thursday, 21 April, 2022",https://www.ft.com/content/62776836-724d-4fea-b7ac-3b1745fa7098,Foreign investors ditch Chinese debt at record pace as US yields soar,Outflow of onshore bonds hits $18bn on concerns about Beijing’s economic outlook,"['Hudson Lockett', 'Thomas Hale']"
4844,"Wednesday, 20 April, 2022",https://www.ft.com/content/7e1307f8-6ec6-4a12-a7f1-a97c23a6167e,"Live news updates from April 21: Russia claims ‘liberation’ of Mariupol despite fighters persisting at steelworks, Musk reveals financing package for Twitter bid",Outflow of onshore bonds hits $18bn on concerns about Beijing’s economic outlook,[]
4845,"Wednesday, 20 April, 2022",https://www.ft.com/content/3bbe8f29-d6e0-49a6-9a88-30b3597aea29,US stocks mixed after earnings results,"Procter & Gamble, Danone and Heineken issue positive results","['Nicholas Megaw', 'Kate Duguid']"
4846,"Wednesday, 20 April, 2022",https://www.ft.com/content/c3b63a57-0d46-41c7-8f6b-c61d388db039,Netflix shares fall almost 40% after subscribers warning,Slowdown weighs on media groups including Disney and Roku,"['Christopher Grimes', 'Harriet Clarfelt']"
4847,"Wednesday, 20 April, 2022",https://www.ft.com/content/b62eea24-d02c-40a3-9f01-2d6f6bffcec1,Petershill: Goldman vehicle can close value gap with better disclosure,The stock has performed particularly poorly in a weakening sector,[]
4848,"Wednesday, 20 April, 2022",https://www.ft.com/content/5e579b31-c6f0-4911-899a-e2894240ad85,Mexico nationalises lithium in populist president’s push to extend state control,López Obrador continues agenda of resource nationalism but analysts question strategy,"['David Agren', 'Michael Stott']"
4850,"Wednesday, 20 April, 2022",https://www.ft.com/content/0f6be20d-ccf6-436e-bf25-bba73d2384a7,Rio Tinto: Stausholm has pressing issues to iron out,"Miner’s problems are operational as well as cultural, and its earnings valuation still tracks below BHP",[]
4851,"Wednesday, 20 April, 2022",https://www.ft.com/content/d7ab2973-b574-454b-af25-c8cd54f8294d,Rio Tinto’s flagship iron ore mines report weak start to year,Production at Western Australia projects hit by labour shortages and supply chain issues,"['Neil Hume', 'William Langley']"
4852,"Wednesday, 20 April, 2022",https://www.ft.com/content/b1459955-f815-416a-a9cb-0dff98d9d88d,The Lex Newsletter: Ukraine war worsens Europe’s energy muddle,Building non-hydrocarbon sources will take time but the alternative could waste billions,['Alan Livsey']
4853,"Wednesday, 20 April, 2022",https://www.ft.com/content/4640c328-daff-490b-9a4c-c58f652bfb63,The social impact of an Elon Musk-owned Twitter,"Plus, the top nations for clean innovation, and sustainability professionals’ average pay figures","['Simon Mundy', 'Tamami Shimizuishi']"
4855,"Wednesday, 20 April, 2022",https://www.ft.com/content/912bb4c7-88bf-4893-a6ce-39c67b0a4fc5,Petropavlovsk hit with demand for almost $300mn from Gazprombank,London-listed gold producer’s shares plunge after debt repayment order from sanctions-hit Russian lender,['Neil Hume']
4856,"Wednesday, 20 April, 2022",https://www.ft.com/content/39129e25-9eec-4042-a282-8f219847d661,Real rates and recession,And bitcoin vs bitcoin miners,['Robert Armstrong']
4858,"Wednesday, 20 April, 2022",https://www.ft.com/content/fd8a9e80-2c27-46b9-8a9d-6555adfe1d64,Principal Global Investors to convert six passive ETFs to active strategies,Consent of investors needed for changes to several of the funds’ investing restrictions,['Jackie Noblett']
4859,"Wednesday, 20 April, 2022",https://www.ft.com/content/3236fa97-e041-425b-a2a8-4b9c66d3e39b,Algeria struggles to meet rising gas demand after Russia invaded Ukraine,Europe looks to north Africa as it tries to reduce its dependence on Moscow’s supply,['Heba Saleh']
4860,"Tuesday, 19 April, 2022",https://www.ft.com/content/feddc32b-99e2-4af1-ab86-e65516710a3a,"Live news updates from April 20: Netflix plunges 35% on subscriber growth warning, Ukraine blames Russia for failed Mariupol evacuation",Europe looks to north Africa as it tries to reduce its dependence on Moscow’s supply,[]
4861,"Tuesday, 19 April, 2022",https://www.ft.com/content/bf5b4c0a-9603-474f-b813-e45cd6e47adb,US bond sell-off accelerates on expectations of more aggressive Fed tightening,Stocks on Wall Street make strong gains despite IMF cutting global growth forecast for 2022,"['Kate Duguid', 'Naomi Rovnick', 'Harriet Clarfelt', 'William Langley']"
4862,"Tuesday, 19 April, 2022",https://www.ft.com/content/b7495d0c-7bbc-4da6-ad71-57575e05997f,Deezer: Pinault and Blavatnik wield Spac to whack Spotify,New business aims to grab growing share of streaming market but that means taking on Big Tech,[]
4864,"Tuesday, 19 April, 2022",https://www.ft.com/content/81550b97-ae91-41f4-a039-2a989587137d,Stanley Gibbons expects inflation boost to dealing in stamps and coins,UK collectibles group says real assets could appreciate as investors hedge against rising prices,['Ian Johnston']
4865,"Tuesday, 19 April, 2022",https://www.ft.com/content/b3b8e145-d77f-4e8c-a5c5-6cf376a6b209,"Emerging markets risk financial distress as rates begin to rise, IMF warns","Heavy borrowing in dollars and euros, coupled with surge in food and energy prices, hits public finances","['Colby Smith', 'Eric Platt']"
4866,"Tuesday, 19 April, 2022",https://www.ft.com/content/cc0b8e05-7106-4e36-8847-fcff0ec410f8,Happy endings sought for hijack of the Beanstalk,A DeFi stablecoin with a $76mn hole that needs filling.,['Bryce Elder']
4867,"Tuesday, 19 April, 2022",https://www.ft.com/content/e832980b-04a5-4af0-9d27-fcfe048a4b72,Robinhood to acquire UK crypto group Ziglu,Acquisition by US retail brokerage comes almost 2 years after it abandoned a plan to expand into Britain,"['Joshua Oliver', 'Siddharth Venkataramakrishnan']"
4868,"Tuesday, 19 April, 2022",https://www.ft.com/content/055231b1-e3bc-44fe-a7fb-6eaaa0933f72,"Russia plans to sue over frozen currency reserves, central bank says",Western sanctions have cut off Moscow from nearly half of its foreign exchange holdings,"['Max Seddon', 'Henry Foy']"
4869,"Tuesday, 19 April, 2022",https://www.ft.com/content/b2b4993f-ec58-49be-aac3-6729a335bff7,Gunvor reports highest full-year profit since 2015,Swiss commodity trader records $726mn in earnings from booming energy demand as lockdowns eased,['Neil Hume']
4870,"Tuesday, 19 April, 2022",https://www.ft.com/content/09a9e917-1897-4d4f-ba17-6cb1f83aa09e,Japan stocks: weak yen no longer boosts economy via manufacturing,Greater use of offshore production sites limits the benefits of a weaker currency,[]
4871,"Tuesday, 19 April, 2022",https://www.ft.com/content/5a5b1cfb-bc18-44c4-8600-df2d7d6c8b14,LG Energy signs $9bn EV supply chain deal in Indonesia,Electric vehicle battery maker leads consortium in mining-to-manufacturing push to reduce reliance on China,['Song Jung-a']
4872,"Tuesday, 19 April, 2022",https://www.ft.com/content/d4470c61-fc9d-42b0-a4fc-2bac975fad76,"Money Clinic podcast: Should I save, spend or invest my bonus?",Workers lucky enough to get a bonus this year want to make the most of their money,['Persis Love']
4873,"Tuesday, 19 April, 2022",https://www.ft.com/content/09de8213-e6c8-44de-895a-844a38a114c0,Yen’s slide to 20-year low puts pressure on loose monetary policy,"Currency’s abrupt fall past ¥128 against the US dollar is ‘undesirable’, says Japan’s finance minister","['Hudson Lockett', 'Leo Lewis', 'Eri Sugiura']"
4874,"Tuesday, 19 April, 2022",https://www.ft.com/content/300de65b-e3de-463b-975f-9d25f1c28783,Fed tightening sends US ‘real yields’ to brink of positive territory,Surge in inflation-adjusted Treasury yields marks latest ‘headwind’ for risky assets,"['Eric Platt', 'Colby Smith']"
4875,"Tuesday, 19 April, 2022",https://www.ft.com/content/9928cdab-9e2f-44e4-86e9-6b1a9c888579,The Panglossian consensus,And consumer credit gone wild,['Robert Armstrong']
4876,"Tuesday, 19 April, 2022",https://www.ft.com/content/8813a840-3433-4a33-8fec-eb17841c027f,"Live news updates from April 19: Donbas offensive marks new phase of Ukraine invasion, Russia plans legal challenge over frozen reserves",And consumer credit gone wild,[]
4877,"Tuesday, 19 April, 2022",https://www.ft.com/content/43394250-4b94-44de-9110-db4c0e29b669,White House forced to defend Biden’s climate agenda after setbacks,US president has come under fire for failing to deliver on election promise of sweeping reform,['Aime Williams']
4879,"Tuesday, 19 April, 2022",https://www.ft.com/content/17c81729-f6af-4782-bdd1-44673b1bf5e5,Bank of England stumbles over FX trading gold mine,"Watch out Masters of Mayfair, the Old Lady of Threadneedle Street is coming for you","['Eva Szalay', 'Delphine Strauss']"
4880,"Tuesday, 19 April, 2022",https://www.ft.com/content/7581a6fd-684e-4cfe-bf73-9f99a6b7daa4,Further reading,Beanstalk: Belfort; the gig economy and much more . . .,['Jamie Powell']
